번호	설치장소명	설치장소상세	설치시도명	설치시군구명	설치시설구분	서비스제공사명	와이파이SSID	설치연월	소재지도로명주소	소재지지번주소	관리기관명	관리기관전화번호	WGS84위도	WGS84경도	데이터기준일자
431	골안 어린이공원	골안 어린이공원	경기도	성남시	편의시설	성남시청	G_PublicWiFi@SeongNam	2018-08		경기도 성남시 분당구 구미동 281	스마트도시과	031-729-8523	37.343007	127.124664	2022-10-30
432	덕봉 어린이공원	덕봉 어린이공원	경기도	성남시	편의시설	성남시청	G_PublicWiFi@SeongNam	2018-08		경기도 성남시 분당구 구미동 279	스마트도시과	031-729-8523	37.342143	127.125776	2022-10-30
433	넘말 어린이공원	넘말 어린이공원	경기도	성남시	편의시설	성남시청	G_PublicWiFi@SeongNam	2018-08		경기도 성남시 분당구 구미동 239	스마트도시과	031-729-8523	37.340492	127.124769	2022-10-30
434	구미동 주민센터	구미동 주민센터	경기도	성남시	관공서	성남시청	G_PublicWiFi@SeongNam	2015-12	경기도 성남시 분당구 구미로 130		분당구 행정지원과	031-729-7072	37.340217	127.122565	2022-10-30
435	무지개 어린이공원	무지개 어린이공원	경기도	성남시	편의시설	성남시청	G_PublicWiFi@SeongNam	2018-08		경기도 성남시 분당구 구미동 230	스마트도시과	031-729-8523	37.339744	127.12272	2022-10-30
436	무지개도서관	"무지개도서관 1층, 2층"	경기도	성남시	지역문화시설	성남시청	G_PublicWiFi@SeongNam	2013-12	경기도 성남시 분당구 구미로 111		중앙도서관	031-729-8642	37.339604	127.120828	2022-10-30
437	오리공원	탄천변 인근	경기도	성남시	편의시설	성남시청	G_PublicWiFi@SeongNam	2017-12	경기도 성남시 분당구 탄천상로 116		스마트도시과	031-729-8523	37.339439	127.11238	2022-10-30
438	진고개공원	진고개공원	경기도	성남시	편의시설	성남시청	G_PublicWiFi@SeongNam	2018-08		경기도 성남시 분당구 구미동 200-1	스마트도시과	031-729-8523	37.335837	127.113021	2022-10-30
439	복우물 공원	복우물 공원	경기도	성남시	편의시설	성남시청	G_PublicWiFi@SeongNam	2019-07		경기도 성남시 수정구 복정동 697	스마트도시과	031-729-8523	37.45496	127.128738	2022-10-30
440	수진 공원	수진 공원	경기도	성남시	편의시설	성남시청	G_PublicWiFi@SeongNam	2019-07		경기도 성남시 수정구 수진동 산41-3	스마트도시과	031-729-8523	37.435276	127.12549	2022-10-30
441	위례 공원	위례 공원	경기도	성남시	편의시설	성남시청	G_PublicWiFi@SeongNam	2019-07		경기도 성남시 수정구 창곡동 578	스마트도시과	031-729-8523	37.467983	127.153454	2022-10-30
442	위례 물놀이장 (역사공원)	위례 물놀이장 (역사공원)	경기도	성남시	편의시설	성남시청	G_PublicWiFi@SeongNam	2019-07		경기도 성남시 수정구 창곡동 527	스마트도시과	031-729-8523	37.469473	127.146802	2022-10-30
443	모란 공원	모란 공원	경기도	성남시	편의시설	성남시청	G_PublicWiFi@SeongNam	2019-07		경기도 성남시 중원구 성남동 4861	스마트도시과	031-729-8523	37.430143	127.124246	2022-10-30
444	삼창어린이공원	삼창어린이공원	경기도	성남시	편의시설	성남시청	G_PublicWiFi@SeongNam	2019-07		경기도 성남시 중원구 중앙동 548	스마트도시과	031-729-8523	37.437148	127.14848	2022-10-30
445	머내과학 공원	머내과학 공원	경기도	성남시	편의시설	성남시청	G_PublicWiFi@SeongNam	2019-07		경기도 성남시 분당구 구미동 19	스마트도시과	031-729-8523	37.349672	127.105515	2022-10-30
446	구미 어린이공원	구미 어린이공원	경기도	성남시	편의시설	성남시청	G_PublicWiFi@SeongNam	2019-07		경기도 성남시 분당구 구미동 206	스마트도시과	031-729-8523	37.337417	127.11721	2022-10-30
447	구미 공원	구미 공원	경기도	성남시	편의시설	성남시청	G_PublicWiFi@SeongNam	2019-07		경기도 성남시 분당구 구미동 299	스마트도시과	031-729-8523	37.341103	127.118244	2022-10-30
448	환상 어린이공원	환상 어린이공원	경기도	성남시	편의시설	성남시청	G_PublicWiFi@SeongNam	2019-07		경기도 성남시 분당구 삼평동 626	스마트도시과	031-729-8523	37.401737	127.1021	2022-10-30
449	삼평 어린이공원	삼평 어린이공원	경기도	성남시	편의시설	성남시청	G_PublicWiFi@SeongNam	2019-07		경기도 성남시 분당구 삼평동 731	스마트도시과	031-729-8523	37.399424	127.115063	2022-10-30
450	점골 어린이공원	점골 어린이공원	경기도	성남시	편의시설	성남시청	G_PublicWiFi@SeongNam	2019-07		경기도 성남시 분당구 서현동 332	스마트도시과	031-729-8523	37.377334	127.140497	2022-10-30
451	철쭉 어린이공원	철쭉 어린이공원	경기도	성남시	편의시설	성남시청	G_PublicWiFi@SeongNam	2019-07	경기도 성남시 분당구 불정로 376번길 37	경기도 성남시 분당구 정자동 108	스마트도시과	031-729-8523	37.366431	127.122393	2022-10-30
452	모란민속 5일장	모란민속 5일장	경기도	성남시	서민·복지시설	성남시청	G_PublicWiFi@SeongNam	2019-07	경기도 성남시 중원구 둔촌대로 68		스마트도시과	031-729-8523	37.429176	127.127404	2022-10-30
453	범한프라자시장	범한프라자시장	경기도	성남시	서민·복지시설	성남시청	G_PublicWiFi@SeongNam	2019-07	경기도 성남시 분당구 불정로 376번길 37		스마트도시과	031-729-8523	37.371681	127.139373	2022-10-30
454	미금현대벤처빌시장	미금현대벤처빌시장	경기도	성남시	서민·복지시설	성남시청	G_PublicWiFi@SeongNam	2019-07	경기도 성남시 분당구 돌마로 80		스마트도시과	031-729-8523	37.349668	127.11045	2022-10-30
455	영장공원	영장공원	경기도	성남시	편의시설	성남시청	G_PublicWiFi@SeongNam	2019-12		경기도 성남시 수정구 태평동 224-3	스마트도시과	031-729-8523	37.450928	127.133701	2022-10-30
456	버스정류장 (05-277)	태평역.새소망병원(마을)	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2020-05		경기도 성남시 수정구 수진2동	스마트도시과	031-729-8522	37.4388	127.127667	2022-10-30
457	버스정류장 (05-078)	성남초교사거리	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2015-05		경기도 성남시 수정구 신흥2동	스마트도시과	031-729-8522	37.447267	127.145567	2022-10-30
458	버스정류장 (05-324)	풍생고등학교.풍생중학교	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2020-05		경기도 성남시 수정구 수진2동	스마트도시과	031-729-8522	37.43445	127.131333	2022-10-30
459	버스정류장 (05-080)	성남시여성비전센터.성남수정새마을금고.한국사회적기업진흥원 (그린쉼터)	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2018-05		경기도 성남시 수정구 태평2동	스마트도시과	031-729-8522	37.442717	127.137367	2022-10-30
460	버스정류장 (05-081)	래미안위례.위례고운초등학교앞	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2019-03		경기도 성남시 수정구 위례동	스마트도시과	031-729-8522	37.470733	127.144533	2022-10-30
461	버스정류장 (05-082)	래미안위례.위례고운초등학교앞	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2019-03		경기도 성남시 수정구 위례동	스마트도시과	031-729-8522	37.471033	127.14365	2022-10-30
462	버스정류장 (05-083)	신흥역.종합시장(광역)	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2015-05		경기도 성남시 수정구 신흥3동	스마트도시과	031-729-8522	37.440633	127.1459	2022-10-30
463	버스정류장 (05-086)	수정구청.포레스티아서문	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2015-05		경기도 성남시 수정구 신흥2동	스마트도시과	031-729-8522	37.450083	127.146767	2022-10-30
464	버스정류장 (05-164)	시흥동행정복지센터	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2022-05		경기도 성남시 수정구 시흥동	스마트도시과	031-729-8522	37.422267	127.108267	2022-10-30
465	버스정류장 (05-090)	셀레스빌아파트	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2015-05		경기도 성남시 수정구 신흥2동	스마트도시과	031-729-8522	37.4518	127.148917	2022-10-30
466	버스정류장 (05-091)	산성역.포레스티아동문	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2015-05		경기도 성남시 수정구 신흥2동	스마트도시과	031-729-8522	37.454817	127.149617	2022-10-30
467	버스정류장 (05-236)	성남시여성비전센터.삼성생명.한국사회적기업진흥원	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2020-05		경기도 성남시 수정구 신흥1동	스마트도시과	031-729-8522	37.442533	127.137667	2022-10-30
468	버스정류장 (05-094)	산성동행정복지센터	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2018-05		경기도 성남시 수정구 신흥2동	스마트도시과	031-729-8522	37.4516	127.150117	2022-10-30
469	버스정류장 (05-097)	성남우체국	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2015-05		경기도 성남시 수정구 신흥3동	스마트도시과	031-729-8522	37.442183	127.150433	2022-10-30
470	버스정류장 (05-105)	세이브존	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2018-05		경기도 성남시 수정구 신흥2동	스마트도시과	031-729-8522	37.443867	127.1541	2022-10-30
471	버스정류장 (07-201)	야탑역.종합버스터미널(전면) (그린쉼터)	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2015-05		경기도 성남시 분당구 야탑1동	스마트도시과	031-729-8522	37.411417	127.1285	2022-10-30
472	버스정류장 (05-110)	성남세무서.미도아파트	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2020-05		경기도 성남시 수정구 신흥2동	스마트도시과	031-729-8522	37.446517	127.155217	2022-10-30
473	버스정류장 (05-125)	상원초등학교.양지동청소년문화의집	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2015-05		경기도 성남시 수정구 양지동	스마트도시과	031-729-8522	37.4557	127.161917	2022-10-30
474	버스정류장 (05-129)	을지대학교	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2018-05		경기도 성남시 수정구 양지동	스마트도시과	031-729-8522	37.460467	127.166033	2022-10-30
475	버스정류장 (05-139)	수정구청	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2015-05		경기도 성남시 수정구 신흥2동	스마트도시과	031-729-8522	37.449767	127.14615	2022-10-30
476	버스정류장 (05-131)	남한산성입구	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2015-05		경기도 성남시 수정구 양지동	스마트도시과	031-729-8522	37.463067	127.169517	2022-10-30
477	버스정류장 (05-134)	은행시장.남한산성시장.은행동청소년문화의집	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2015-05		경기도 성남시 수정구 양지동	스마트도시과	031-729-8522	37.458617	127.1645	2022-10-30
478	버스정류장 (05-140)	성남초교사거리	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2015-05		경기도 성남시 수정구 신흥2동	스마트도시과	031-729-8522	37.44785	127.14515	2022-10-30
479	버스정류장 (05-135)	을지대학교.생활관	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2015-05		경기도 성남시 수정구 양지동	스마트도시과	031-729-8522	37.461283	127.167033	2022-10-30
480	버스정류장 (05-137)	태평4동행정복지센터.금빛초교	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2015-05		경기도 성남시 수정구 태평4동	스마트도시과	031-729-8522	37.448	127.14095	2022-10-30
481	버스정류장 (07-134)	파크타운.롯데아파트	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2015-05		경기도 성남시 분당구 수내2동	스마트도시과	031-729-8522	37.373733	127.11975	2022-10-30
482	버스정류장 (07-135)	파크타운.양지마을	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2015-05		경기도 성남시 분당구 수내1동	스마트도시과	031-729-8522	37.37385	127.119367	2022-10-30
483	버스정류장 (07-141)	분당구청.중앙공원후문	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2019-03		경기도 성남시 분당구 수내1동	스마트도시과	031-729-8522	37.381683	127.120617	2022-10-30
484	버스정류장 (07-142)	분당구청.중앙공원후문	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2019-03		경기도 성남시 분당구 수내2동	스마트도시과	031-729-8522	37.381317	127.120767	2022-10-30
485	버스정류장 (07-145)	탑마을대우아파트	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2018-05		경기도 성남시 분당구 야탑2동	스마트도시과	031-729-8522	37.405583	127.122367	2022-10-30
486	버스정류장 (07-146)	아름마을건영아파트	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2019-03		경기도 성남시 분당구 이매2동	스마트도시과	031-729-8522	37.405333	127.121267	2022-10-30
487	버스정류장 (07-147)	서현역.분당우체국	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2015-05		경기도 성남시 분당구 서현1동	스마트도시과	031-729-8522	37.386017	127.1228	2022-10-30
488	구미공원 배드민턴장	구미공원 배드민턴장	경기도	성남시	편의시설	성남시청	G_PublicWiFi@SeongNam	2019-12		경기도 성남시 분당구 구미동 299	스마트도시과	031-729-8523	37.343592	127.121091	2022-10-30
489	서현교	서현교	경기도	성남시	편의시설	성남시청	G_PublicWiFi@SeongNam	2019-12		경기도 성남시 분당구 서현동 290-3	스마트도시과	031-729-8523	37.385891	127.117743	2022-10-30
490	무지개도서관	무지개도서관	경기도	성남시	지역문화시설	SKT	Public WiFi Free	2019-11	경기도 성남시 분당구 구미로 111		SKT	080-011-6000	37.339581	127.120829	2022-10-30
491	판교보건지소	판교보건지소	경기도	성남시	관공서	SKT	Public WiFi Free	2019-11	경기도 성남시 분당구 운중로138번길 10		SKT	080-011-6000	37.390641	127.07802	2022-10-30
492	수내1동주민자치센터	수내1동주민자치센터	경기도	성남시	관공서	SKT	Public WiFi Free	2019-11	경기도 성남시 분당구 내정로173번길 21	경기도 성남시 분당구 야탑동 271	SKT	080-011-6000	37.375421	127.118044	2022-10-30
493	이매2동주민자치센터	이매2동주민자치센터	경기도	성남시	관공서	SKT	Public WiFi Free	2019-11	경기도 성남시 분당구 탄천로79번길 19		SKT	080-011-6000	37.399529	127.121876	2022-10-30
494	구미1동주민자치센터	구미1동주민자치센터	경기도	성남시	관공서	SKT	Public WiFi Free	2019-11	경기도 성남시 분당구 돌마로90번길 8		SKT	080-011-6000	37.349265	127.111744	2022-10-30
495	운중동주민자치센터	운중동주민자치센터	경기도	성남시	관공서	SKT	Public WiFi Free	2019-11	경기도 성남시 분당구 운중로138번길 10		SKT	080-011-6000	37.390579	127.077743	2022-10-30
496	성남시수정도서관	성남시수정도서관	경기도	성남시	지역문화시설	KT	Public WiFi Free	2020-02	경기도 성남시 수정구 수정로332번길 32		KT	031-1588-9010	37.452246	127.1506833	2022-10-30
